,Author,State,closed_at,created_at,issue_number,labels
0,TSP19SCM781,open,,2019-04-21,494,"['Category:Enhancement', 'DetectionPhase:Testing', 'OriginationPhase:Field', 'Priority:Critical', 'Status:Completed']"
1,TSP19SCM781,open,,2019-04-21,493,"['Category:Enhancement', 'DetectionPhase:Design', 'OriginationPhase:Design', 'Priority:Major', 'Status:Completed']"
2,TSP19SCM781,open,,2019-04-21,492,"['Category:Inquiry', 'DetectionPhase:Design', 'OriginationPhase:Requirements', 'Priority:Major', 'Status:inProgress']"
3,DSP19SCM782,open,,2019-04-21,491,"['Category:Bug', 'DetectionPhase:Field', 'OriginationPhase:Field', 'Priority:Major', 'Status:pendingReview']"
4,DSP19SCM782,open,,2019-04-21,490,"['Category:Bug', 'DetectionPhase:Design', 'OriginationPhase:Testing', 'Priority:High', 'Status:pendingReview']"
5,DSP19SCM781,open,,2019-04-21,489,"['Category:Enhancement', 'DetectionPhase:Coding', 'OriginationPhase:Requirements', 'Priority:Low', 'Status:Completed']"
6,DSP19SCM781,open,,2019-04-21,488,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Field', 'Priority:Low', 'Status:Rejected']"
7,DSP19SCM781,open,,2019-04-21,487,"['Category:Inquiry', 'DetectionPhase:Design', 'OriginationPhase:Documentation', 'Priority:Major', 'Status:pendingReview']"
8,SSP19SCM781,open,,2019-04-20,486,"['Category:Enhancement', 'DetectionPhase:Design', 'OriginationPhase:Testing', 'Priority:Medium', 'Status:pendingReview']"
9,SSP19SCM781,open,,2019-04-20,485,"['Category:Enhancement', 'DetectionPhase:Field', 'OriginationPhase:Testing', 'Priority:Critical', 'Status:Approved']"
10,SSP19SCM781,open,,2019-04-20,484,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Design', 'Priority:High', 'Status:inProgress']"
11,SSP19SCM782,open,,2019-04-20,483,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Field', 'Priority:High', 'Status:Approved']"
12,SSP19SCM782,open,,2019-04-20,482,"['Category:Bug', 'DetectionPhase:Field', 'OriginationPhase:Field', 'Priority:Major', 'Status:inProgress']"
13,JSP19SCM03G,closed,2019-04-20,2019-04-20,480,"['Category:Enhancement', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:Completed']"
14,ZSP19SCM65P,open,,2019-04-20,479,"['Address:McDonalds 2525 S King Dr Chicago 60616', 'Category:Bug', 'DetectionPhase:Design', 'OriginationPhase:Design', 'Priority:Medium', 'Status:Approved']"
15,YSP19SCM26X,closed,2019-04-19,2019-04-18,477,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Testing', 'Priority:High', 'Status:inProgress']"
16,RSP19SCM781,open,,2019-04-18,476,"['Category:Bug', 'DetectionPhase:Field', 'OriginationPhase:Documentation', 'Priority:High', 'Status:inProgress']"
17,RSP19SCM781,open,,2019-04-18,475,"['Category:Inquiry', 'DetectionPhase:Design', 'OriginationPhase:Testing', 'Priority:Major', 'Status:inProgress']"
18,TSP19SCM782,open,,2019-04-18,474,"['Category:Enhancement', 'DetectionPhase:Design', 'OriginationPhase:Testing', 'Priority:Medium', 'Status:Rejected']"
19,TSP19SCM782,open,,2019-04-18,473,"['Category:Bug', 'DetectionPhase:Design', 'OriginationPhase:Testing', 'Priority:Major', 'Status:inProgress']"
20,TSP19SCM782,open,,2019-04-18,472,"['Category:Enhancement', 'DetectionPhase:Testing', 'OriginationPhase:Design', 'Priority:Low', 'Status:pendingReview']"
21,DSP19SCM782,open,,2019-04-18,471,"['Category:Inquiry', 'DetectionPhase:Design', 'OriginationPhase:Requirements', 'Priority:Major', 'Status:Completed']"
22,DSP19SCM782,open,,2019-04-18,470,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Coding', 'Priority:Major', 'Status:Completed']"
23,TSP19SCM781,open,,2019-04-18,469,"['Category:Enhancement', 'DetectionPhase:Field', 'OriginationPhase:Field', 'Priority:High', 'Status:inProgress']"
24,TSP19SCM781,open,,2019-04-18,468,"['Category:Bug', 'DetectionPhase:Field', 'OriginationPhase:Requirements', 'Priority:High', 'Status:pendingReview']"
25,TSP19SCM781,open,,2019-04-18,467,"['Category:Inquiry', 'DetectionPhase:Field', 'OritinationPhase:Design', 'Priority:Critical', 'Status:Rejected']"
26,YSP19SCM26X,closed,2019-04-18,2019-04-18,465,"['Address:2525 S Martin Luther King Dr Chicago 60616', 'Category:Bug', 'DetectionPhase:Design', 'Latitude:41.847200', 'Longitude:-87.617188', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:Approved']"
27,SSP19SCM782,open,,2019-04-17,464,"['Category:Bug', 'DetectionPhase:Coding', 'OriginationPhase:Testing', 'Priority:Major', 'Status:Completed']"
28,SSP19SCM782,open,,2019-04-17,463,"['Category:Inquiry', 'DetectionPhase:Testing', 'OritinationPhase:Design', 'Priority:Low', 'Status:pendingReview']"
29,SSP19SCM781,open,,2019-04-17,462,"['Category:Enhancement', 'DetectionPhase:Design', 'OritinationPhase:Design', 'Priority:Major', 'Status:Approved']"
30,SSP19SCM781,open,,2019-04-17,461,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Documentation', 'Priority:Medium', 'Status:Rejected']"
31,SSP19SCM781,closed,2019-04-21,2019-04-17,460,"['Category:Enhancement', 'DetectionPhase:Design', 'OriginationPhase:Requirements', 'Priority:Low', 'Status:pendingReview']"
32,DSP19SCM782,closed,2019-04-21,2019-04-17,459,"['Category:Enhancement', 'DetectionPhase:Field', 'OriginationPhase:Field', 'Priority:High', 'Status:inProgress']"
33,DSP19SCM782,open,,2019-04-17,458,"['Category:Bug', 'DetectionPhase:Field', 'OriginationPhase:Documentation', 'Priority:High', 'Status:Approved']"
34,DSP19SCM782,closed,2019-04-21,2019-04-17,457,"['Category:Inquiry', 'DetectionPhase:Field', 'OritinationPhase:Design', 'Priority:Critical', 'Status:inProgress']"
35,DSP19SCM781,closed,2019-04-21,2019-04-17,456,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Testing', 'Priority:Critical', 'Status:Completed']"
36,DSP19SCM781,open,,2019-04-17,455,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Coding', 'Priority:Critical', 'Status:Approved']"
37,SSP19SCM782,open,,2019-04-16,454,"['Category:Enhancement', 'DetectionPhase:Design', 'OriginationPhase:Requirements', 'Priority:Medium', 'Status:Rejected']"
38,SSP19SCM782,closed,2019-04-21,2019-04-16,453,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Major', 'Status:Rejected']"
39,SSP19SCM781,open,,2019-04-16,452,"['Category:Enhancement', 'DetectionPhase:Design', 'OritinationPhase:Design', 'Priority:Major', 'Status:Completed']"
40,SSP19SCM781,closed,2019-04-21,2019-04-16,451,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Testing', 'Priority:Low', 'Status:Rejected']"
41,SSP19SCM781,open,,2019-04-16,450,"['Category:Enhancement', 'DetectionPhase:Design', 'OriginationPhase:Requirements', 'Priority:Major', 'Status:pendingReview']"
42,DSP19SCM782,closed,2019-04-21,2019-04-16,449,"['Category:Enhancement', 'DetectionPhase:Field', 'OriginationPhase:Documentation', 'Priority:High', 'Status:inProgress']"
43,DSP19SCM782,closed,2019-04-21,2019-04-16,448,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Testing', 'Priority:High', 'Status:Approved']"
44,DSP19SCM782,closed,2019-04-21,2019-04-16,447,"['Category:Bug', 'DetectionPhase:Field', 'OriginationPhase:Field', 'Priority:Critical', 'Status:inProgress']"
45,DSP19SCM781,closed,2019-04-21,2019-04-16,446,"['Category:Enhancement', 'DetectionPhase:Field', 'OriginationPhase:Documentation', 'Priority:Critical', 'Status:Approved']"
46,DSP19SCM781,closed,2019-04-18,2019-04-16,445,"['Category:Inquiry', 'DetectionPhase:Field', 'OritinationPhase:Design', 'Priority:Critical', 'Status:Completed']"
47,TSP19SCM781,closed,2019-04-18,2019-04-15,444,"['Category:Enhancement', 'DetectionPhase:Design', 'OriginationPhase:Testing', 'Priority:Major', 'Status:inProgress']"
48,TSP19SCM781,closed,2019-04-18,2019-04-15,443,"['Category:Enhancement', 'DetectionPhase:Testing', 'OriginationPhase:Testing', 'Priority:Medium', 'Status:pendingReview']"
49,TSP19SCM782,closed,2019-04-18,2019-04-15,442,"['Category:Bug', 'DetectionPhase:Design', 'OriginationPhase:Requirements', 'Priority:Major', 'Status:Rejected']"
50,TSP19SCM782,closed,2019-04-18,2019-04-15,441,"['Category:Inquiry', 'DetectionPhase:Coding', 'OritinationPhase:Design', 'Priority:Low', 'Status:pendingReview']"
51,TSP19SCM782,closed,2019-04-18,2019-04-15,440,"['Category:Enhancement', 'DetectionPhase:Field', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:pendingReview']"
52,RSP19SCM782,closed,2019-04-18,2019-04-15,439,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Field', 'Priority:High', 'Status:inProgress']"
53,RSP19SCM782,closed,2019-04-18,2019-04-15,438,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Requirements', 'Priority:High', 'Status:Approved']"
54,RSP19SCM782,closed,2019-04-18,2019-04-15,437,"['Category:Inquiry', 'DetectionPhase:Field', 'OritinationPhase:Design', 'Priority:Critical', 'Status:inProgress']"
55,RSP19SCM781,closed,2019-04-18,2019-04-15,436,"['Category:Bug', 'DetectionPhase:Field', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:Approved']"
56,RSP19SCM781,closed,2019-04-17,2019-04-15,435,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Design', 'Priority:Critical', 'Status:Completed']"
57,SSP19SCM782,closed,2019-04-17,2019-04-14,434,"['Category:Inquiry', 'DetectionPhase:Field', 'OritinationPhase:Design', 'Priority:Medium', 'Status:Approved']"
58,SSP19SCM782,closed,2019-04-17,2019-04-14,433,"['Category:Enhancement', 'DetectionPhase:Testing', 'OriginationPhase:Testing', 'Priority:Major', 'Status:Rejected']"
59,SSP19SCM782,closed,2019-04-17,2019-04-14,432,"['Category:Inquiry', 'DetectionPhase:Coding', 'OriginationPhase:Design', 'Priority:Major', 'Status:pendingReview']"
60,SSP19SCM782,closed,2019-04-17,2019-04-14,431,"['Category:Enhancement', 'DetectionPhase:Field', 'OriginationPhase:Requirements', 'Priority:High', 'Status:Rejected']"
61,SSP19SCM782,closed,2019-04-17,2019-04-14,430,"['Category:Inquiry', 'DetectionPhase:Design', 'OriginationPhase:Requirements', 'Priority:Major', 'Status:Completed']"
62,TSP19SCM781,closed,2019-04-15,2019-04-14,429,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Testing', 'Priority:High', 'Status:inProgress']"
63,TSP19SCM781,closed,2019-04-17,2019-04-14,428,"['Category:Enhancement', 'DetectionPhase:Field', 'OriginationPhase:Documentation', 'Priority:High', 'Status:Approved']"
64,TSP19SCM781,closed,2019-04-15,2019-04-14,427,"['Category:Bug', 'DetectionPhase:Field', 'OriginationPhase:Field', 'Priority:Critical', 'Status:inProgress']"
65,TSP19SCM781,closed,2019-04-17,2019-04-14,426,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Documentation', 'Priority:Critical', 'Status:Completed']"
66,TSP19SCM781,closed,2019-04-15,2019-04-14,425,"['Category:Enhancement', 'DetectionPhase:Field', 'OritinationPhase:Design', 'Priority:Critical', 'Status:Approved']"
67,SSP19SCM81Y,closed,2019-04-20,2019-04-13,423,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Major', 'Status:Approved']"
68,SSP19SCM782,closed,2019-04-15,2019-04-13,422,"['Category:Bug', 'DetectionPhase:Field', 'OriginationPhase:Documentation', 'Priority:High', 'Status:pendingReview']"
69,SSP19SCM782,closed,2019-04-17,2019-04-13,421,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Field', 'Priority:Critical', 'Status:Completed']"
70,SSP19SCM782,closed,2019-04-15,2019-04-13,420,"['Category:Enhancement', 'DetectionPhase:Field', 'OritinationPhase:Design', 'Priority:Critical', 'Status:inProgress']"
71,SSP19SCM782,closed,2019-04-17,2019-04-13,419,"['Category:Bug', 'DetectionPhase:Field', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:Approved']"
72,SSP19SCM781,closed,2019-04-16,2019-04-13,418,"['Category:Enhancement', 'DetectionPhase:Field', 'OriginationPhase:Requirements', 'Priority:High', 'Status:Completed']"
73,SSP19SCM781,closed,2019-04-16,2019-04-13,417,"['Category:Bug', 'DetectionPhase:Field', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:inProgress']"
74,SSP19SCM781,closed,2019-04-16,2019-04-13,416,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Requirements', 'Priority:High', 'Status:inProgress']"
75,SSP19SCM781,closed,2019-04-16,2019-04-13,415,"['Category:Enhancement', 'DetectionPhase:Field', 'OritinationPhase:Design', 'Priority:Critical', 'Status:Approved']"
76,SSP19SCM781,closed,2019-04-16,2019-04-13,414,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Testing', 'Priority:High', 'Status:Completed']"
77,SSP19SCM781,closed,2019-04-16,2019-04-13,413,"['Category:Enhancement', 'DetectionPhase:Field', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:inProgress']"
78,PSP19SCM80S,closed,2019-04-14,2019-04-13,412,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Coding', 'Priority:High', 'Status:inProgress']"
79,JSP19SCM33G,closed,2019-04-11,2019-04-11,410,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:Approved']"
80,DSP19SCM781,closed,2019-04-14,2019-04-11,409,"['Category:Bug', 'DetectionPhase:Design', 'OriginationPhase:Field', 'Priority:Major', 'Status:inProgress']"
81,DSP19SCM781,closed,2019-04-14,2019-04-11,408,"['Category:Inquiry', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Medium', 'Status:Rejected']"
82,RSP19SCM782,closed,2019-04-14,2019-04-11,407,"['Category:Enhancement', 'DetectionPhase:Design', 'OriginationPhase:Field', 'Priority:Medium', 'Status:Approved']"
83,RSP19SCM782,closed,2019-04-16,2019-04-11,406,"['Category:Enhancement', 'DetectionPhase:Coding', 'OriginationPhase:Coding', 'Priority:High', 'Status:Completed']"
84,RSP19SCM781,closed,2019-04-16,2019-04-11,405,"['Category:Inquiry', 'DetectionPhase:Field', 'OritinationPhase:Design', 'Priority:Major', 'Status:Rejected']"
85,RSP19SCM781,closed,2019-04-16,2019-04-11,404,"['Category:Bug', 'DetectionPhase:Design', 'OriginationPhase:Documentation', 'Priority:High', 'Status:pendingReview']"
86,TSP19SCM782,closed,2019-04-16,2019-04-11,403,"['Category:Enhancement', 'DetectionPhase:Testing', 'OritinationPhase:Design', 'Priority:High', 'Status:pendingReview']"
87,TSP19SCM782,closed,2019-04-15,2019-04-11,402,"['Category:Inquiry', 'DetectionPhase:Design', 'OriginationPhase:Field', 'Priority:Low', 'Status:Rejected']"
88,TSP19SCM781,closed,2019-04-15,2019-04-11,401,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Major', 'Status:inProgress']"
89,TSP19SCM781,closed,2019-04-15,2019-04-11,400,"['Category:Enhancement', 'DetectionPhase:Field', 'OriginationPhase:Documentation', 'Priority:Critical', 'Status:Completed']"
90,HSP19SCM81A,closed,2019-04-11,2019-04-10,397,"['Category:Bug', 'Detection:Testing', 'Origination:Requirements', 'Priority:Critical', 'Status:Approved']"
91,SSP19SCM781,closed,2019-04-15,2019-04-10,396,"['Category:Enhancement', 'DetectionPhase:Field', 'OriginationPhase:Documentation', 'Priority:Major', 'Status:Completed']"
92,SSP19SCM781,closed,2019-04-14,2019-04-10,395,"['Category:Enhancement', 'DetectionPhase:Field', 'OriginationPhase:Testing', 'Priority:Critical', 'Status:Completed']"
93,SSP19SCM781,closed,2019-04-11,2019-04-10,394,"['Category:Bug', 'DetectionPhase:Design', 'OritinationPhase:Design', 'Priority:Critical', 'Status:Approved']"
94,SSP19SCM781,closed,2019-04-11,2019-04-10,393,"['Category:Inquiry', 'DetectionPhase:Coding', 'OriginationPhase:Design', 'Priority:Major', 'Status:Rejected']"
95,SSP19SCM781,closed,2019-04-11,2019-04-10,392,"['Category:Enhancement', 'DetectionPhase:Field', 'OriginationPhase:Testing', 'Priority:Medium', 'Status:pendingReview']"
96,SSP19SCM781,closed,2019-04-11,2019-04-10,391,"['Category:Enhancement', 'DetectionPhase:Field', 'OriginationPhase:Documentation', 'Priority:High', 'Status:pendingReview']"
97,SSP19SCM781,closed,2019-04-14,2019-04-10,390,"['Category:Inquiry', 'DetectionPhase:Design', 'OritinationPhase:Design', 'Priority:Low', 'Status:Completed']"
98,SSP19SCM781,closed,2019-04-14,2019-04-10,389,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:Approved']"
99,SSP19SCM781,closed,2019-04-11,2019-04-10,388,"['Category:Bug', 'DetectionPhase:Coding', 'OritinationPhase:Design', 'Priority:Major', 'Status:Rejected']"
100,SSP19SCM781,closed,2019-04-14,2019-04-10,387,"['Category:Enhancement', 'DetectionPhase:Field', 'OriginationPhase:Documentation', 'Priority:High', 'Status:inProgress']"
101,MSP19SCM07P,closed,2019-04-10,2019-04-10,383,"['Category:Bug', 'Detection:Testing', 'Origination:Requirements', 'Priority:Critical', 'Status:Approved']"
102,PSP19SCM76K,closed,2019-04-10,2019-04-10,380,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Coding', 'Priority:Low', 'Status:inProgress']"
103,CSP19SCM35G,closed,2019-04-10,2019-04-10,377,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:Approved']"
104,CSP19SCM35G,closed,2019-04-10,2019-04-10,376,[]
105,ajha8,closed,2019-04-10,2019-04-10,374,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Coding', 'Priority:Low', 'Status:inProgress']"
106,SSP19SCM40G,closed,2019-04-10,2019-04-10,371,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Coding', 'OriginationPhase:Documentation', 'OriginationPhase:Field', 'OriginationPhase:Testing', 'Priority:High', 'Priority:Low', 'Priority:Medium', 'Status:inProgress', 'Status:pendingReview']"
107,KSP19SCM20P,closed,2019-04-10,2019-04-10,370,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Coding', 'Priority:High', 'Status:inProgress']"
108,ASP19SCM09A,closed,2019-04-10,2019-04-10,369,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:Approved']"
109,MSP19SCM00A,closed,2019-04-10,2019-04-10,364,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Coding', 'Priority:High', 'Status:inProgress']"
110,RSP19SCM781,closed,2019-04-11,2019-04-10,362,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Documentation', 'Priority:Critical', 'Status:Approved']"
111,RSP19SCM781,closed,2019-04-14,2019-04-10,361,"['Category:Bug', 'DetectionPhase:Design', 'OriginationPhase:Requirements', 'Priority:Major', 'Status:Rejected']"
112,RSP19SCM781,closed,2019-04-14,2019-04-10,360,"['Category:Enhancement', 'DetectionPhase:Design', 'OritinationPhase:Design', 'Priority:Major', 'Status:Completed']"
113,RSP19SCM781,closed,2019-04-11,2019-04-10,359,"['Category:Bug', 'DetectionPhase:Field', 'OriginationPhase:Testing', 'Priority:Major', 'Status:inProgress']"
114,TSP19SCM782,closed,2019-04-13,2019-04-10,358,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Requirements', 'Priority:Low', 'Status:Approved']"
115,TSP19SCM782,closed,2019-04-15,2019-04-10,357,"['Category:Enhancement', 'DetectionPhase:Design', 'OriginationPhase:Coding', 'Priority:Critical', 'Status:inProgress']"
116,TSP19SCM782,closed,2019-04-13,2019-04-10,356,"['Category:Enhancement', 'DetectionPhase:Testing', 'OriginationPhase:Design', 'Priority:Major', 'Status:Rejected']"
117,TSP19SCM782,closed,2019-04-13,2019-04-10,355,"['Category:Inquiry', 'DetectionPhase:Design', 'OriginationPhase:Field', 'Priority:Major', 'Status:Rejected']"
118,TSP19SCM781,closed,2019-04-13,2019-04-10,354,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Major', 'Status:pendingReview']"
119,TSP19SCM781,closed,2019-04-13,2019-04-10,352,"['Category:Enhancement', 'DetectionPhase:Field', 'OriginationPhase:Documentation', 'Priority:High', 'Status:inProgress']"
120,shiwanshukr,closed,2019-04-10,2019-04-10,351,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Coding', 'Priority:High', 'Status:inProgress']"
121,ZSP19SCM13W,closed,2019-04-10,2019-04-10,349,"['Category:Bug', 'Detection:Testing', 'Origination:Requirements', 'Priority:Major', 'Status:Approved']"
122,CSP19SCM35G,closed,2019-04-10,2019-04-10,348,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Coding', 'Priority:Medium', 'Status:inProgress']"
123,ASP19SCM61G,closed,2019-04-10,2019-04-10,347,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:Approved']"
124,HSP19SCM39P,closed,2019-04-10,2019-04-10,345,"['Category:Bug', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:Approved']"
125,TSP19SCM80P,closed,2019-04-10,2019-04-09,341,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Coding', 'Priority:Medium', 'Status:inProgress']"
126,ASP19SCM71S,closed,2019-04-10,2019-04-09,338,"['Category:Enhancement', 'Detection:Testing', 'Origination:Requirements', 'Priority:Major', 'Status:Completed']"
127,KSP19SCM90B,closed,2019-04-10,2019-04-09,337,"['Category:Inquiry', 'DetectionPhase:Field', 'OriginationPhase:Coding', 'Priority:Low', 'Status:inProgress']"
128,SSP19SCM21B,closed,2019-04-09,2019-04-09,336,"['Category:Enhancement', 'DetectionPhase:Testing', 'OriginationPhase:Requirements', 'Priority:Critical', 'Status:Completed']"
